number,top100producturl,price,title,description,productinformation,countreview,weightvalue,weightmeasure,longestest,shortest,median,rank,sales
86,https://www.amazon.com/dp/B007P7D9PE/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B007P7D9PE&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFLS0o2Q0c4NkNLQyZlbmNyeXB0ZWRJZD1BMDQ3NDc3OTFVTEFWQ0s4SzQ5NkcmZW5jcnlwdGVkQWRJZD1BMDI2ODE5NzMyM1g5N0JBMTVOVzImd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,29.99,"GNC Total Lean Lean Shake with 25g of Protein in just 170 Calories, Vanilla Bean 12 servings","Your Busy Lifestyle Doesn&Rsquo;T Need To Halt Your Weight Loss Goals. Enjoy A Ready-To-Drink Lean Shake 25 When You Need A Meal Replacement On-The-Go. Lean Shakes Come In A Range Of Flavor Options So You Can Stay On Top Of Your Goals And Be Totally You. Benefits: Clinically Proven To Improve Weight Loss And Bmi&Nbsp;^&Nbsp;
Only Has 170 Calories Per Serving
Contains 25G Of Protein Per Serving
Only Has 2G Of Sugar Per Serving
Gluten Free, Lactose Free&Nbsp;? &Nbsp;And Low-Carb Friendly","Product details
Flavor Name: Vanilla Bean | Size: 12 servings
Product Dimensions: 2.7 x 2.7 x 7.5 inches ; 1.12 pounds
Shipping Weight: 13 pounds (View shipping rates and policies)
ASIN: B007P7D9PE
UPC: 048107095970 048107193393
Average Customer Review:
90 customer reviews
Amazon Best Sellers Rank: #30,497 in Health & Household (See Top 100 in Health & Household)
#147 in Sports Nutrition Ready to Drink Protein
Product Warranty: For warranty information about this product, please click here
Would you like to tell us about a lower price?",4,1.12,pounds,7.5,2.7,2.7,30497,1 every 2 days (30 Days Avg)
28,https://www.amazon.com/dp/B07GNV4MYC/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B07GNV4MYC&pd_rd_w=32b6Z&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=GiXFN&pf_rd_r=GPDTD5J43J549Q6D1TN7&pd_rd_r=988b314d-47df-4c3d-9b20-fbd54debc646&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzOVo5TkdSSTc2MEMzJmVuY3J5cHRlZElkPUEwMzk1MDkzM081WTZRRDJEUDkyTiZlbmNyeXB0ZWRBZElkPUEwMDUwMTM2MjdKM1Y0MUswN0FVSCZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,29.99,Julian Bakery Paleo Thin® Protein Bars (New Variety Box) (20g Protein)(Gluten-Free)(Low Carb)(12 Bars),"12 Bars Each w/20g Protein From (Egg White)(GrassFed Beef) (Plant Protein)(Grass-Fed Whey) (Gluten Free)
From 130 Calories+, 1 Net Carbs+, Almost All Carbs From Organic Prebiotic Fiber
Organic Prebiotics & Probiotics For Improved Digestion/Appetite Curbing (From 1g Sugar)
Curbs Appetite Up To 4 hrs Without Bloating / Monk Sweetened / Soy Free / GMO Free
Stay Fresh Technology Naturally Preserves Bars Up To 18 Months (Low Water Activity)",NA,30,1.7,pounds,6,2,6,32184,1 every 2 days (30 Days Avg)
52,https://www.amazon.com/dp/B07MBNZBP8/ref=sspa_dk_detail_11?psc=1&pd_rd_i=B07MBNZBP8&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSVU2ME5MWERJUVkyJmVuY3J5cHRlZElkPUEwMDAzNDAwM0kxSk9UTFAxQjlVRiZlbmNyeXB0ZWRBZElkPUExMDIzMjY2M0lUOFBSSzZHVFYwVyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,26.99,Complete Nutrition | Maine Roast Protein Coffee | Iced Coffee Flavor | 15g Whey Protein | 2 Shots Espresso | 80 Calories | 12.7oz Pouch,"COFFEE PROTEIN POWDER: Maine Roast protein coffee powder contains a mixture of 15g high quality instantized whey protein and whey protein isolate to keep you satisfied throughout your day.
REAL COLOMBIAN COFFEE: Crafted with natural coffee beans sourced from Colombia, each serving of Maine Roast Protein Coffee contains 115mg of caffeine, equivalent to a double-shot of espresso.
ONLY 80 CALORIES PER SERVING: Maine Roast is a delicious, low fat, low carb and low- calorie coffee protein drink with no added sugar designed to promote energy.
ENERGIZING SNACK FOR ANYTIME OF DAY: Enjoy a Maine Roast coffee protein drink with a meal, as a snack, before or after a workout, or whenever you need a delicious, filling pick me up. Perfect for on-the-go individuals.
15 DAY SUPPLY: Includes (1) 12.7 oz bag of Maine Roast Iced Coffee, Makes 15 Cups","Product details
Color: Iced Coffee-new
Shipping Weight: 14.4 ounces (View shipping rates and policies)
ASIN: B07MBNZBP8
Average Customer Review:
78 customer reviews
Amazon Best Sellers Rank: #33,737 in Health & Household (See Top 100 in Health & Household)
Product Warranty: For warranty information about this product, please click here
Would you like to tell us about a lower price?",108,14.4,ounce,2,2,2,33737,1 every 2 days (30 Days Avg)
123,https://www.amazon.com/dp/B0186RP2X8/ref=sspa_dk_detail_8?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyTzlRRzdITFhUOE5WJmVuY3J5cHRlZElkPUEwMjU1MDkyQ0syNFJHSkdZSUtNJmVuY3J5cHRlZEFkSWQ9QTAwMzQ5ODVKNUpQVUJFRlZHTDYmd2lkZ2V0TmFtZT1zcF9kZXRhaWwyJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,23.95,"Friendsheep Organic Eco Wool Dryer Balls - 6 Pack - 100% Handmade, Fair Trade, Organic, No Lint - Premium Quality","PERFECT FOR BABIES AND SENSITIVE SKIN. Made of 100% pure New Zealand wool (no cheap fillers!!), organic, chemical free, fragrance free, hypoallergenic. FOR SAVVY MOMS that know that dryer sheets leave behind harmful chemicals that will reduce the absorbency of cloth diapers, reusable bed pads, cloth menstrual pads, and ruin waterproof layers.
SAVE TIME, MONEY, AND ENERGY! Eco-friendly and reusable for 1000+ loads each ball. Leaves your laundry NATURALLY SOFT, reduces wrinkles and static cling, without harming your laundry with synthetic chemicals like PVC or tennis balls. Plus, helps you reduce drying time by 20-40%. NO LINT! Perfect for dark, white, and colored loads.
HAND MADE IN NEPAL and NOT IN CHINA (like most other brands!). Carefully needle felted by hand in ethical working conditions by women of underprivileged communities. Traditionally hand made and sun dried, no chemicals or tricks to accelerate production. Fair wages and care for the environment. No unfair, forced, or child labor, ever!
THE PERFECT ECO-FRIENDLY ALL OCCASION GIFT. Beautifully packaged. For a unique and fun laundry, baby showers, bridal showers, housewarming, mother’s day, for your best friends, or a college kid about to start his own laundry. Comes in a beautiful and handy BONUS organic cotton gift bag, and an instruction manual with eco-friendly tips.
CHOOSE WISELY! These set will last you for several years so don’t save on quality, get the best! 100% pure New Zealand wool, traditionally hand made in Nepal, organic, and fairly traded, then packaged with passion and care by stay at home moms here in the USA. GIVE YOUR SELF AND YOUR LOVED ONES THE GIFT OF FRIENDSHEEP!",NA,15,8,ounce,9.5,3,6,34776,1 every 2 days (30 Days Avg)
13,https://www.amazon.com/dp/B01B260LCM/ref=sspa_dk_detail_8?psc=1&smid=AG25KIUBDUDS7&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyODQwWFVITkQwVEExJmVuY3J5cHRlZElkPUEwMDk2Nzg4Mk9JQ0RQOU9OT0tHNiZlbmNyeXB0ZWRBZElkPUEwMTIwNDI0MUJEM1E2MkZRNjBMNCZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,22.99,Dawn Fillable Dish Wand Superfabric Refill 10-pack,"NON-ABRASIVE FABRIC is safe for non-stick pots and pans.
SUPERFABRIC keeps food from sticking. Ends just as clean as it started!
10 REFILLS keep you stocked for months to come. (Arrives in 5 packs of 2 sponges each.)",NA,2105,5.6,ounce,9.5,3,8.5,35427,1 every 2 days (30 Days Avg)
46,https://www.amazon.com/dp/B07KWCVBN5/ref=sspa_dk_detail_10?psc=1&pd_rd_i=B07KWCVBN5&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRVNJVzYwUU1CMjdYJmVuY3J5cHRlZElkPUEwODc0OTU3MUhWTVU1WUMyRlo2TSZlbmNyeXB0ZWRBZElkPUEwNDc3ODAyMVFUMUs2MTU1U0NRRyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,32,Thorne Research - FloraPro-LP Probiotic - Acid-Resistant L. Plantarum Pearls for Easy Dosing - 60 Pearl Tablets,"PROBIOTIC: Well-researched strain of Lactobacillus plantarum
CLINICAL RESEARCH: Studies indicate post-surgery immune support*
NOT DESTROYED IN STOMACH: Resists destruction by stomach acid & antibiotics
SUSTAINED RELEASE: Controlled, extended-release delivery
FREE FROM: Every Thorne product is made with the purest possible ingredients – without gluten or other major allergens (eggs, tree nuts, peanuts). This product also contains no dairy, yeast, fish, or shellfish.",NA,10,0.8,ounce,2,2,2,35851,1 every 2 days (30 Days Avg)
124,https://www.amazon.com/dp/B07CLBB68N/ref=sspa_dk_detail_9?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyTzlRRzdITFhUOE5WJmVuY3J5cHRlZElkPUEwMjU1MDkyQ0syNFJHSkdZSUtNJmVuY3J5cHRlZEFkSWQ9QTAwMzUyOTc1MDU0N0U0WEZTVUMmd2lkZ2V0TmFtZT1zcF9kZXRhaWwyJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,23.95,"Friendsheep Organic Eco Wool Dryer Balls - Grey Koala - Handmade, Fair Trade, No Lint - Koala Crew Pack of 6","PERFECT FOR BABIES AND SENSITIVE SKIN. Made of 100% pure New Zealand wool (no cheap fillers!!), organic, chemical free, fragrance free, hypoallergenic. FOR SAVVY MOMS that know that dryer sheets leave behind harmful chemicals that will reduce the absorbency of cloth diapers, reusable bed pads, cloth menstrual pads, and ruin waterproof layers.
SAVE TIME, MONEY, AND ENERGY! Eco-friendly and reusable for 1000+ loads each ball. Leaves your laundry NATURALLY SOFT, reduces wrinkles and static cling, without harming your laundry with synthetic chemicals like PVC or tennis balls. Plus, helps you reduce drying time by 20-40%. NO LINT! Perfect for dark, white, and colored loads.
HAND MADE IN NEPAL and NOT IN CHINA (like most other brands!). Carefully needle felted by hand in ethical working conditions by women of underprivileged communities. Traditionally hand made and sun dried, no chemicals or tricks to accelerate production. Fair wages and care for the environment. No unfair, forced, or child labor, ever!
THE PERFECT ECO-FRIENDLY ALL OCCASION GIFT. Beautifully packaged. For a unique and fun laundry, baby showers, bridal showers, housewarming, mother’s day, for your best friends, or a college kid about to start his own laundry. Comes in a beautiful and handy BONUS organic cotton gift bag, with an instruction manual full of eco-friendly tips.
CHOOSE WISELY! These set will last you for several years so don’t save on quality, get the best! 100% pure New Zealand wool, traditionally hand made in Nepal, organic and fairly traded, then packaged with passion and care by stay at home moms here in the USA. GIVE YOUR SELF AND YOUR LOVED ONES THE GIFT OF FRIENDSHEEP!","Product information
Product Dimensions 9.5 x 6 x 3 inches
Item Weight 13.8 ounces
Shipping Weight 1.05 pounds (View shipping rates and policies)
Manufacturer Friendsheep
ASIN B07CLBB68N
Customer Reviews
132 ratings
4.7 out of 5 stars
Best Sellers Rank #36,197 in Home & Kitchen (See Top 100 in Home & Kitchen)
#187 in Fabric Softener
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",15,1.05,pounds,9.5,3,6,36197,1 every 2 days (30 Days Avg)
54,https://www.amazon.com/dp/B004E2PLJ0/ref=sspa_dk_detail_0?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUU1KNFUwWEhJWU5IJmVuY3J5cHRlZElkPUEwNTM2ODA5M0RVTDRMWTdPSFZSUyZlbmNyeXB0ZWRBZElkPUEwNTU5NDYzMU0yTjhYWTlCMFU4TiZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,49.87,"Heavy Duty Sweeper Mop by Swiffer Professional, 10-inch Wide Duster, Ideal for Industrial or Commercial use on Hardwood, Tile or for Hand Dusting, (Pack of 3)","Swiffer Sweeper leaves your floors up to three times cleaner than a broom does on dirt, dust and hair
Lightweight and easy to use with a flexible swivel head to get into hard-to-reach places
Effective even on textured surfaces and can be used as a dry mop and wet mop
When using as a dry mop, thick dry cloths conform to the surface of your floors and grout lines to trap and lock dirt
Swiffer Professional floor duster helps create a clean, healthy, productive business environment","Product details
Style: 10-inch MOP (PRO) - CASE OF 3
Product Dimensions: 4.8 x 12.6 x 2.2 inches ; 1.1 pounds
Shipping Weight: 3.2 pounds (View shipping rates and policies)
Domestic Shipping: Item can be shipped within U.S.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
Shipping Advisory: This item must be shipped separately from other items in your order. Additional shipping charges will not apply.
ASIN: B004E2PLJ0
Item model number: 10037000090608
Average Customer Review:
14 customer reviews
Amazon Best Sellers Rank: #37,252 in Industrial & Scientific (See Top 100 in Industrial & Scientific)
#325 in Household Dust Mops & Pads
#21 in Commercial Dust Mops
Would you like to tell us about a lower price?",94,1.1,pounds,2,2,2,37252,1 every 2 days (30 Days Avg)
37,https://www.amazon.com/dp/B01LWIRH5D/ref=sspa_dk_detail_9?psc=1&pd_rd_i=B01LWIRH5D&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFXVFFZOUk4SUlQMjkmZW5jcnlwdGVkSWQ9QTA3ODg3MzEzTzRCTkw1Q1ZDTlQwJmVuY3J5cHRlZEFkSWQ9QTAzMjIwMjVUTDY5UzJHU0w1MFYmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,36.99,NA,NA,NA,1619,1.3,pounds,2,2,2,41540,1 every 2 days (30 Days Avg)
9,https://www.amazon.com/dp/B013WHJD82/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B013WHJD82&pd_rd_w=zFo2o&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=xzp7c&pf_rd_r=570W34XH4427MJRB0PD5&pd_rd_r=a5c18ca9-f145-4c9c-8601-ab3df43ec91b&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyN1NNMDJPMDk3WTNKJmVuY3J5cHRlZElkPUEwNjEyODAxMzVESko3S1BVR09HMyZlbmNyeXB0ZWRBZElkPUEwODc4NDY4MUE5TTNYRjJPNUgzWiZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,32.95,"Muscle Milk Original Protein Shake, Banana Crème, 34g Protein, 17 FL OZ, 12 Count","EVERYDAY PERFORMANCE – MUSCLE MILK GENUINE Protein Shakes include a blend of high quality proteins that help fuel workout recovery, provide sustained energy and help build strength in a gluten free formula
WORKOUT. RECOVER MOVE FORWARD. MOVE FAST. – 34g high quality protein; 320 calories; 4-5g sugar; 1-2g fiber; Excellent source of antioxidant vitamins A and C; Excellent source of Vitamin D, calcium, magnesium and phosphorus for strong bones
USAGE – MUSCLE MILK Genuine shakes can be used pre-workout, post-workout or as an anytime protein-rich meal option or snack
IMMEDIATE AND PROLONGED PROTEIN DELIVERY – MUSCLE MILK Genuine Protein Shakes provide all 9 essential amino acids, which the body is not able to produce, with an immediate and prolonged protein delivery in the body
QUALITY MATTERS – The proteins in MUSCLE MILK Protein Shakes attain a Protein Digestibility Amino Acid Score (PDCAAS) Score of 1.0. Attaining a PDCAAS Score of 1.0 it is the highest quality score a food protein can have","Product details
Flavor: Banana Crème
Product Dimensions: 2.8 x 2.8 x 7.9 inches ; 1.27 pounds
Shipping Weight: 15.3 pounds (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B013WHJD82
UPC: 876063000222
Item model number: 66597
Average Customer Review:
266 customer reviews
Amazon Best Sellers Rank: #45,515 in Health & Household (See Top 100 in Health & Household)
#150 in Protein Drinks
Would you like to tell us about a lower price?",59,1.27,pounds,7.9,2.8,2.8,45515,1 every 2 days (30 Days Avg)
30,https://www.amazon.com/dp/B07M5LVB7F/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B07M5LVB7F&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFQMkJMOVE4WjlSRE8mZW5jcnlwdGVkSWQ9QTEwMzQwNjAzRVU0ODk2MFlNQTY2JmVuY3J5cHRlZEFkSWQ9QTA0Mjc5NDk3MjBVMzk3TVhaWlEmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,24.99,"IQ BAR Brain + Body Bars, Peanut Butter Chip | Keto, Vegan | 11g Protein, <1g Sugar, 4g Net Carbs | Non-GMO, Gluten-Free, No Sugar Alcohols | 12-Count","#1 BRAIN AND BODY NUTRITION BAR. 6 brain nutrients (Lion's Mane, MCTs, omega-3s, flavonoids, vitamin-E, choline) and 11g plant protein!
DELICIOUS KETO, LOW SUGAR, LOW CARB SNACK. Incredible taste without the guilt! <1g sugar and just 4g net carbs per bar.
SUPER DIET FRIENDLY. Keto, Vegan, Kosher, Non GMO, Gluten Free, Dairy Free, Soy Free, Sugar Alcohol Free.
PERFECT FOR BREAKFAST, THE OFFICE, WORKOUTS, AND MORE. Satisfy hunger and experience crash-free brain and body energy all day long!
EACH BOX CONTAINS: 12 individually wrapped Peanut Butter Chip bars.","Product details
Flavor: Peanut Butter Chip | Size: 12 Count
Shipping Weight: 1.1 pounds (View shipping rates and policies)
ASIN: B07M5LVB7F
Average Customer Review:
31 customer reviews
Amazon Best Sellers Rank: #46,545 in Health & Household (See Top 100 in Health & Household)
#528 in Sports Nutrition Protein Bars
Would you like to tell us about a lower price?",30,1.1,pounds,2,2,2,46545,1 every 3 days (30 Days Avg)
73,https://www.amazon.com/dp/B07DJ48D9H/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B07DJ48D9H&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFNMVZGRjdQTEk2Q1AmZW5jcnlwdGVkSWQ9QTAxMDUyMjMzSDhFNVJMSjY1TkhDJmVuY3J5cHRlZEFkSWQ9QTAwNzIxOTNKTU5KV0ZNNEVDUkQmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,24.95,"Liquid Pico-Ionic Magnesium Supplement for High Absorption | Promotes Calm, Sleep & Anxiety Relief | Eases Restless Leg Syndrome & Supports Fibromyalgia | by Hi-Lyte | 80 Servings","99.99% CONCENTRATED LIQUID MAGNESIUM - This is a health product and NOT designed for taste. Add to a flavorful smoothie or other beverage to mask mineral taste.
HIGH ABSORPTION - Pico-ionic, elemental magnesium from the Great Salt Lakes. Made for ultimate cellular absorption with no additives.
PROMOTES strong muscles and bones, cardiovascular and circulatory health and calms the nervous system. Keto & Paleo Approved. Vegan. Non-GMO. Gluten Free.
HIGHLY RECOMMENDED by doctors & naturopaths for quality and bio-availability.
100% MONEY BACK GUARANTEE: If you are unhappy for any reason, send us an e-mail within 30 days for a full refund. Your 100% satisfaction is guaranteed!","Product details
Flavor: Magnesium Electrolytes | Size: 80 Servings
Shipping Weight: 6.4 ounces (View shipping rates and policies)
ASIN: B07DJ48D9H
UPC: 851173007187
Average Customer Review:
63 customer reviews
Amazon Best Sellers Rank: #47,056 in Health & Household (See Top 100 in Health & Household)
#372 in Magnesium Mineral Supplements
Product Warranty: For warranty information about this product, please click here
Would you like to tell us about a lower price?",8,6.4,ounce,2,2,2,47056,1 every 3 days (30 Days Avg)
74,https://www.amazon.com/dp/B079S4J4C6/ref=sspa_dk_detail_6?psc=1&pd_rd_i=B079S4J4C6&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFNMVZGRjdQTEk2Q1AmZW5jcnlwdGVkSWQ9QTAxMDUyMjMzSDhFNVJMSjY1TkhDJmVuY3J5cHRlZEFkSWQ9QTAyNjI0MzYyWVY5N01UWllOWU9EJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,20.95,"Magnesium Glycinate - 400 mg - 180 Vegan Capsules - Maximum Absorption - Chelate Vegan Supplement - High Bioavailability Pills - Great For Sleep, Anxiety, Heart Health, Muscle Cramps and Bone Strength","1000MG MAGNESIUM GLYCINATE IN ONE CAPSULE - One capsule of NutriONN Magnesium Glycinate contains 1000 mg Magnesium Glycinate which equals to 200 mg elemental magnesium.
MAXIMUM ABSORPTION AND NO LAXATIVE EFFECT - Magnesium Glycinate is made of magnesium and glycine that make a strong bond. Added glycine helps magnesium absorb better and won’t leave you with an upset stomach.
RESTFUL SLEEP WITH NO MUSCLE CRAMPS - Magnesium has the ability to relax muscles and calm a racing mind.
90 DAY SUPPLY - This bottle will last you 90 days. That’s three months! Incredible value for such a high quality pure vegetarian magnesium glycinate supplement.
100% MONEY BACK GUARANTEE - If there is anything you don't like about our product we will give you a 100% refund. No questions asked. At NutriONN our number one priority is to make sure our customers are happy.",NA,8,10.4,ounce,5,2.6,2.6,47346,1 every 3 days (30 Days Avg)
